id_hogar,region,area,miembros,edad_jefe,educ_jefe,empleo_jefe,vivienda_propia,internet,transferencias,ingreso_pc,pobre,miembros_z,edad_jefe_z,transferencias_z
181,Sierra,Urbana,7,51,Secundaria,Informal,Sí,Sí,173.76036929379154,691.26,No pobre,1.7052703328798469,0.3708293856519136,1.3439795173707958
182,Costa,Urbana,5,58,Primaria,Formal,Sí,Sí,51.64300393323068,414.39,No pobre,0.569180837290342,0.8945068403691347,-0.47703996824750305
183,Sierra,Urbana,1,41,Secundaria,Formal,Sí,Sí,98.8652390805244,1060.25,No pobre,-1.7029981538886676,-0.37728126394411654,0.2271400646558552
184,Costa,Rural,4,64,Secundaria,Formal,No,No,25.283728766665032,813.9,No pobre,0.001136089495589632,1.3433732301267527,-0.8701106307479973
185,Sierra,Rural,5,35,Superior,Informal,Sí,No,46.60841694131492,727.65,No pobre,0.569180837290342,-0.8261476537017347,-0.5521159493518247
186,Sierra,Urbana,1,55,Superior,Inactivo,Sí,No,19.279000514625046,564.35,No pobre,-1.7029981538886676,0.6700736454903257,-0.9596534006933028
187,Costa,Urbana,6,35,Primaria,Informal,Sí,Sí,2.660841142280289,124.82,Pobre,1.1372255850850943,-0.8261476537017347,-1.2074641190362618
188,Sierra,Rural,5,18,Secundaria,Formal,Sí,Sí,59.05495448225794,860.33,No pobre,0.569180837290342,-2.097935758014986,-0.36651263795040684
189,Amazonia,Rural,3,27,Superior,Informal,No,No,50.13883973388282,664.79,No pobre,-0.5669086582991627,-1.4246361733785589,-0.4994701304811417
190,Amazonia,Urbana,5,48,Primaria,Desempleado,No,Sí,23.71586095581845,30,Pobre,0.569180837290342,0.14639619077310453,-0.8934907440185006
191,Costa,Urbana,5,58,Superior,Formal,No,No,23.177026485129577,981.73,No pobre,0.569180837290342,0.8945068403691347,-0.9015258671785042
192,Costa,Urbana,2,21,Secundaria,Formal,Sí,No,22.954682601757582,803.54,No pobre,-1.134953406093915,-1.8735025631361768,-0.9048414688780083
193,Insular,Urbana,5,28,Secundaria,Informal,Sí,Sí,109.08948738064753,953.46,No pobre,0.569180837290342,-1.3498251084189559,0.3796045018417646
194,Sierra,Rural,7,71,Primaria,Formal,No,Sí,294.29313523841085,523.66,No pobre,1.7052703328798469,1.8670506848439739,3.1413693872926785
195,Amazonia,Urbana,6,40,Secundaria,Informal,No,Sí,116.37492389701548,725.21,No pobre,1.1372255850850943,-0.4520923289037196,0.48824524935846325
196,Sierra,Urbana,5,53,Primaria,Informal,Sí,Sí,45.10037025944591,373.42,No pobre,0.569180837290342,0.5204515155711196,-0.5746040073343825
197,Costa,Rural,5,39,Secundaria,Inactivo,Sí,Sí,72.84684419222798,207.57,Pobre,0.569180837290342,-0.5269033938633226,-0.16084737624746145
198,Sierra,Urbana,4,42,Superior,Formal,No,No,84.21021016099213,1058.21,No pobre,0.001136089495589632,-0.30247019898451355,0.008603633363120831
199,Costa,Rural,3,47,Primaria,Desempleado,No,Sí,25.799829630255758,30,Pobre,-0.5669086582991627,0.07158512581350153,-0.8624145121299105
200,Sierra,Urbana,2,46,Superior,Inactivo,Sí,No,217.89529028180235,921.05,No pobre,-1.134953406093915,-0.00322593914610149,2.002121386695371
201,Costa,Rural,6,43,Superior,Inactivo,Sí,No,83.63325145894079,520.41,No pobre,1.1372255850850943,-0.22765913402491053,0
202,Amazonia,Rural,5,39,Secundaria,Formal,Sí,Sí,83.63325145894079,563.4,No pobre,0.569180837290342,-0.5269033938633226,0
203,Sierra,Urbana,5,18,Secundaria,Informal,No,No,34.97586174750403,741.44,No pobre,0.569180837290342,-2.097935758014986,-0.7255811204428915
204,Sierra,Rural,1,72,Secundaria,Formal,No,No,196.25826915566356,809.14,No pobre,-1.7029981538886676,1.9418617498035768,1.679469182685747
205,Costa,Urbana,2,71,Secundaria,Inactivo,Sí,Sí,25.033797782038306,434.66,No pobre,-1.134953406093915,1.8670506848439739,-0.8738376125062529
206,Amazonia,Rural,4,31,Primaria,Informal,No,Sí,61.16831755135357,90.23,Pobre,0.001136089495589632,-1.1253919135401467,-0.3349980755648992
207,Costa,Urbana,2,44,Superior,Informal,Sí,No,116.72788802898656,918.09,No pobre,-1.134953406093915,-0.1528480690653075,0.49350866590979403
208,Costa,Urbana,5,65,Superior,Formal,No,Sí,13.145346384026192,873.08,No pobre,0.569180837290342,1.418184295086356,-1.0511187189703952
209,Costa,Rural,4,60,Secundaria,Formal,No,Sí,6.870407160851873,823.32,No pobre,0.001136089495589632,1.0441289702883407,-1.1446908867184673
210,Costa,Urbana,3,64,Primaria,Desempleado,Sí,Sí,36.4166068188386,115.76,Pobre,-0.5669086582991627,1.3433732301267527,-0.704096667015958
211,Sierra,Urbana,3,31,Superior,Inactivo,No,Sí,344.1976424675987,808.7,No pobre,-0.5669086582991627,-1.1253919135401467,3.8855475786269644
212,Costa,Rural,5,82,Secundaria,Inactivo,Sí,Sí,245.52006113157728,420.96,No pobre,0.569180837290342,2.689972399399607,2.4140631760932223
213,Costa,Urbana,2,30,Primaria,Formal,Sí,No,100.79286499001913,728.79,No pobre,-1.134953406093915,-1.2002029784997497,0.2558849064054976
214,Sierra,Urbana,2,57,Primaria,Desempleado,Sí,No,156.22053646871842,385.29,No pobre,-1.134953406093915,0.8196957754095316,1.0824247642475262
215,Costa,Urbana,4,48,Secundaria,Formal,Sí,Sí,20.530768657647993,832.64,No pobre,0.001136089495589632,0.14639619077310453,-0.9409869794747429
216,Sierra,Rural,2,40,Primaria,Desempleado,No,Sí,262.63996226032253,297.27,Pobre,-1.134953406093915,-0.4520923289037196,2.6693558894207268
217,Costa,Urbana,2,41,Primaria,Formal,No,Sí,38.20870381726204,568.18,No pobre,-1.134953406093915,-0.37728126394411654,-0.6773728383073089
218,Costa,Rural,4,32,Primaria,Inactivo,Sí,Sí,92.25248944786843,84.99,Pobre,0.001136089495589632,-1.0505808485805437,0.12853045332803942
219,Sierra,Urbana,4,69,Primaria,Formal,Sí,Sí,71.9747191212379,654.6,No pobre,0.001136089495589632,1.7174285549247679,-0.1738525433953116
220,Amazonia,Rural,3,47,Superior,Inactivo,No,No,103.4940670541118,644.34,No pobre,-0.5669086582991627,0.07158512581350153,0.296165349557719
221,Costa,Urbana,3,50,Secundaria,Formal,Sí,Sí,124.12363210572155,729.98,No pobre,-0.5669086582991627,0.29601832069231054,0.6037943245842655
222,Amazonia,Urbana,4,49,Primaria,Informal,Sí,Sí,6.71468071224219,414.65,No pobre,0.001136089495589632,0.22120725573270755,-1.147013086321342
223,Sierra,Urbana,6,41,Primaria,Informal,No,Sí,117.71546647538972,238.44,Pobre,1.1372255850850943,-0.37728126394411654,0.5082354788341221
224,Sierra,Rural,2,30,Primaria,Desempleado,Sí,No,37.6717445532352,30,Pobre,-1.134953406093915,-1.2002029784997497,-0.6853799983036702
225,Costa,Rural,9,50,Secundaria,Formal,Sí,No,171.22304760539313,613.4,No pobre,2.841359828469352,0.29601832069231054,1.3061428655382492
226,Costa,Urbana,1,18,Primaria,Formal,No,Sí,153.7754952452396,545.35,No pobre,-1.7029981538886676,-2.097935758014986,1.0459642027381235
227,Sierra,Urbana,2,26,Secundaria,Formal,Sí,Sí,53.46821683093651,932.82,No pobre,-1.134953406093915,-1.4994472383381618,-0.449822313802449
228,Sierra,Urbana,3,31,Primaria,Desempleado,Sí,Sí,53.43869593814409,98.91,Pobre,-0.5669086582991627,-1.1253919135401467,-0.45026253064506694
229,Sierra,Rural,6,31,Primaria,Formal,Sí,No,123.6269878353835,401,No pobre,1.1372255850850943,-1.1253919135401467,0.596388343534511
230,Amazonia,Urbana,2,48,Secundaria,Informal,Sí,Sí,26.24312334784582,563.28,No pobre,-1.134953406093915,0.14639619077310453,-0.8558040968527693
231,Sierra,Urbana,5,68,Primaria,Informal,Sí,Sí,36.99971372753759,412.71,No pobre,0.569180837290342,1.6426174899651649,-0.6954013513267903
232,Costa,Urbana,6,25,Primaria,Formal,Sí,Sí,17.954515425402683,491.46,No pobre,1.1372255850850943,-1.5742583032977648,-0.9794041801894333
233,Sierra,Urbana,4,52,Superior,Informal,No,Sí,53.214625113415515,957.21,No pobre,0.001136089495589632,0.4456404506115166,-0.453603884569503
234,Costa,Urbana,5,59,Secundaria,Formal,Sí,No,201.22791283497642,816.88,No pobre,0.569180837290342,0.9693179053287377,1.753576726276196
235,Costa,Urbana,3,32,Secundaria,Informal,No,No,15.068851556237057,786.72,No pobre,-0.5669086582991627,-1.0505808485805437,-1.0224353258350993
236,Costa,Urbana,4,45,Secundaria,Desempleado,No,Sí,52.69014468287413,391.74,No pobre,0.001136089495589632,-0.07803700410570451,-0.461424959655928
237,Costa,Urbana,7,58,Primaria,Informal,No,Sí,212.3836266623556,201.09,Pobre,1.7052703328798469,0.8945068403691347,1.9199312180854327
238,Sierra,Rural,3,42,Primaria,Informal,No,Sí,93.21097002905914,235.78,Pobre,-0.5669086582991627,-0.30247019898451355,0.14282335761549747
239,Costa,Rural,1,43,Secundaria,Formal,Sí,Sí,80.08552504887335,925.44,No pobre,-1.7029981538886676,-0.22765913402491053,-0.05290385117055552
240,Sierra,Urbana,8,50,Secundaria,Formal,Sí,No,18.53723071922986,508.03,No pobre,2.273315080674599,0.29601832069231054,-0.9707147042783373
241,Sierra,Urbana,3,45,Superior,Informal,Sí,Sí,136.56685012228638,681.93,No pobre,-0.5669086582991627,-0.07803700410570451,0.7893481350931788
242,Sierra,Urbana,5,38,Secundaria,Informal,Sí,No,32.58276172524705,518.68,No pobre,0.569180837290342,-0.6017144588229256,-0.7612671324911906
243,Costa,Urbana,2,44,Primaria,Formal,Sí,Sí,26.892169571261668,695.95,No pobre,-1.134953406093915,-0.1528480690653075,-0.846125491222706
244,Sierra,Urbana,8,72,Primaria,Formal,Sí,Sí,15.616808194260216,541.63,No pobre,2.273315080674599,1.9418617498035768,-1.0142641725174046
245,Costa,Rural,7,58,Superior,Formal,Sí,No,204.6170857031377,751.57,No pobre,1.7052703328798469,0.8945068403691347,1.8041162201051693
246,Sierra,Urbana,6,33,Primaria,Formal,Sí,No,222.83762926862855,624.57,No pobre,1.1372255850850943,-0.9757697836209407,2.0758217615189523
247,Costa,Urbana,4,29,Secundaria,Informal,No,Sí,2.814686442282266,515.9,No pobre,0.001136089495589632,-1.2750140434593527,-1.205169971203583
248,Amazonia,Urbana,5,41,Primaria,Formal,Sí,Sí,89.55018257020578,350.74,No pobre,0.569180837290342,-0.37728126394411654,0.0882335351476108
249,Amazonia,Urbana,3,65,Primaria,Formal,No,Sí,36.704887689905334,486.88,No pobre,-0.5669086582991627,1.418184295086356,-0.6997978100762137
250,Sierra,Rural,3,50,Primaria,Informal,Sí,No,49.55114894622704,294.95,Pobre,-0.5669086582991627,0.29601832069231054,-0.5082338011735097
251,Costa,Rural,11,36,Primaria,Formal,Sí,Sí,49.44118995080155,197.56,Pobre,3.9774493240588567,-0.7513365887421316,-0.5098735145156508
252,Costa,Urbana,8,58,Primaria,Inactivo,No,No,211.41825913732075,164.86,Pobre,2.273315080674599,0.8945068403691347,1.9055356153905898
253,Sierra,Urbana,4,44,Superior,Formal,No,Sí,169.38736545587096,973.85,No pobre,0.001136089495589632,-0.1528480690653075,1.2787690931528752
254,Costa,Urbana,5,30,Secundaria,Formal,No,Sí,16.96322579006227,773.21,No pobre,0.569180837290342,-1.2002029784997497,-0.9941863345252764
255,Sierra,Urbana,3,52,Secundaria,Formal,Sí,Sí,83.63325145894079,925.1,No pobre,-0.5669086582991627,0.4456404506115166,0
256,Sierra,Rural,3,67,Primaria,Informal,No,Sí,58.941384173562795,370.68,No pobre,-0.5669086582991627,1.5678064250055619,-0.36820620335374576
257,Costa,Urbana,4,52,Superior,Informal,Sí,No,89.48730097265522,843.95,No pobre,0.001136089495589632,0.4456404506115166,0.08729584201864198
258,Costa,Urbana,3,49,Primaria,Informal,Sí,No,21.65435820835437,431.81,No pobre,-0.5669086582991627,0.22120725573270755,-0.9242319630228877
259,Sierra,Rural,2,37,Secundaria,Informal,Sí,Sí,23.073490674535233,385.27,No pobre,-1.134953406093915,-0.6765255237825286,-0.9030697977079166
260,Sierra,Urbana,8,54,Primaria,Formal,No,Sí,99.8284356182223,356.63,No pobre,2.273315080674599,0.5952625805307227,0.24150329349271338
261,Amazonia,Urbana,5,31,Secundaria,Informal,No,No,63.02532664872954,302.33,Pobre,0.569180837290342,-1.1253919135401467,-0.30730627480169476
262,Amazonia,Urbana,6,23,Secundaria,Informal,No,Sí,61.5511036217215,326.35,No pobre,1.1372255850850943,-1.7238804332169708,-0.32928995296574926
263,Sierra,Urbana,4,45,Primaria,Formal,No,Sí,40.25170723098207,502.85,No pobre,0.001136089495589632,-0.07803700410570451,-0.6469074821756542
264,Amazonia,Urbana,2,46,Secundaria,Formal,Sí,No,314.27732551607534,1197.02,No pobre,-1.134953406093915,-0.00322593914610149,3.439374505504014
265,Sierra,Rural,5,79,Secundaria,Informal,Sí,No,181.02438270000414,612.61,No pobre,0.569180837290342,2.4655392045207982,1.4523008025332236
266,Sierra,Urbana,1,29,Secundaria,Formal,Sí,Sí,63.99702791070662,868.03,No pobre,-1.7029981538886676,-1.2750140434593527,-0.29281622314494954
267,Costa,Urbana,2,48,Secundaria,Informal,No,No,37.244280722156,635.81,No pobre,-1.134953406093915,0.14639619077310453,-0.691754357621806
268,Costa,Rural,6,57,Secundaria,Informal,Sí,Sí,110.64145855744482,422.47,No pobre,1.1372255850850943,0.8196957754095316,0.40274756381105414
269,Costa,Urbana,2,61,Superior,Informal,Sí,Sí,83.63325145894079,876.92,No pobre,-1.134953406093915,1.1189400352479437,0
270,Sierra,Rural,3,46,Secundaria,Formal,Sí,No,18.526011551160273,868.34,No pobre,-0.5669086582991627,-0.00322593914610149,-0.9708820050025778
271,Sierra,Urbana,3,36,Superior,Informal,Sí,No,63.0401170120028,985.96,No pobre,-0.5669086582991627,-0.7513365887421316,-0.3070857202586086
272,Costa,Rural,3,45,Primaria,Formal,No,Sí,139.69978200129347,528.09,No pobre,-0.5669086582991627,-0.07803700410570451,0.8360665521007995
273,Costa,Urbana,3,73,Superior,Informal,No,No,58.47272984168259,949.36,No pobre,-0.5669086582991627,2.01667281476318,-0.37519479721878257
274,Costa,Urbana,1,53,Secundaria,Inactivo,Sí,Sí,36.91720339840632,624.62,No pobre,-1.7029981538886676,0.5204515155711196,-0.6966317489583571
275,Sierra,Rural,6,18,Secundaria,Informal,No,Sí,58.516040250344716,346.69,No pobre,1.1372255850850943,-2.097935758014986,-0.3745489505132714
276,Sierra,Urbana,7,66,Secundaria,Formal,No,No,31.190462779847334,696.95,No pobre,1.7052703328798469,1.492995360045959,-0.7820291551723443
277,Amazonia,Rural,7,54,Primaria,Informal,Sí,Sí,22.262032080148344,87.8,Pobre,1.7052703328798469,0.5952625805307227,-0.9151703037071084
278,Sierra,Urbana,4,46,Secundaria,Informal,Sí,Sí,28.322427535285296,732.71,No pobre,0.001136089495589632,-0.00322593914610149,-0.8247974219980079
279,Costa,Urbana,4,46,Primaria,Formal,No,No,42.69817700312464,585.05,No pobre,0.001136089495589632,-0.00322593914610149,-0.610425618086187
280,Sierra,Urbana,2,44,Secundaria,Formal,Sí,No,63.77726003715441,979.04,No pobre,-1.134953406093915,-0.1528480690653075,-0.2960934112735162
281,Sierra,Urbana,3,50,Secundaria,Informal,Sí,Sí,49.78110842784796,862.5,No pobre,-0.5669086582991627,0.29601832069231054,-0.5048046353403134
282,Costa,Rural,6,39,Secundaria,Formal,Sí,No,94.08868610120427,605.46,No pobre,1.1372255850850943,-0.5269033938633226,0.1559118980167535
283,Costa,Urbana,3,50,Primaria,Formal,No,Sí,135.79228060557276,754.95,No pobre,-0.5669086582991627,0.29601832069231054,0.7777977206313467
284,Costa,Rural,4,33,Primaria,Informal,No,Sí,17.67772243093473,179.06,Pobre,0.001136089495589632,-0.9757697836209407,-0.9835317294116142
285,Costa,Urbana,4,49,Secundaria,Formal,Sí,Sí,115.73706971925719,639.22,No pobre,0.001136089495589632,0.22120725573270755,0.4787335400020476
286,Costa,Urbana,2,61,Secundaria,Informal,No,No,114.08290530696955,608.93,No pobre,-1.134953406093915,1.1189400352479437,0.4540665680419321
287,Costa,Rural,4,53,Secundaria,Informal,No,No,246.23332482856756,662.8,No pobre,0.001136089495589632,0.5204515155711196,2.4246993954938656
288,Costa,Urbana,2,60,Secundaria,Informal,Sí,Sí,25.438177719320663,825.95,No pobre,-1.134953406093915,1.0441289702883407,-0.8678074812205833
289,Costa,Urbana,4,31,Primaria,Informal,No,Sí,35.511810381963556,367.25,No pobre,0.001136089495589632,-1.1253919135401467,-0.717589030998776
290,Sierra,Urbana,4,47,Primaria,Informal,Sí,Sí,1.3620716997270046,402.74,No pobre,0.001136089495589632,0.07158512581350153,-1.226831425686156
291,Costa,Rural,3,55,Secundaria,Desempleado,Sí,Sí,109.47042328636037,619.6,No pobre,-0.5669086582991627,0.6700736454903257,0.3852850347047736
292,Costa,Urbana,6,31,Primaria,Informal,No,Sí,135.2937764418439,136.92,Pobre,1.1372255850850943,-1.1253919135401467,0.7703640047701192
293,Costa,Urbana,2,68,Primaria,Formal,No,No,111.38039912937255,927.68,No pobre,-1.134953406093915,1.6426174899651649,0.4137666778921782
294,Amazonia,Rural,3,32,Secundaria,Formal,Sí,No,210.7224464739361,839.36,No pobre,-0.5669086582991627,-1.0505808485805437,1.895159626565231
295,Sierra,Urbana,6,48,Secundaria,Formal,Sí,Sí,20.25299504434938,776.22,No pobre,1.1372255850850943,0.14639619077310453,-0.9451291517277545
296,Sierra,Urbana,3,48,Superior,Formal,Sí,No,23.87931637427834,1021.4,No pobre,-0.5669086582991627,0.14639619077310453,-0.8910532896796644
297,Insular,Rural,3,48,Primaria,Formal,Sí,Sí,98.24180865291677,738.42,No pobre,-0.5669086582991627,0.14639619077310453,0.2178434428916299
298,Costa,Rural,6,43,Primaria,Formal,Sí,No,144.64642285351817,634.23,No pobre,1.1372255850850943,-0.22765913402491053,0.9098310765290828
299,Costa,Rural,4,52,Primaria,Formal,Sí,No,129.14357989425088,564.65,No pobre,0.001136089495589632,0.4456404506115166,0.6786520052483352
300,Sierra,Urbana,6,32,Primaria,Desempleado,Sí,Sí,120.80391537716888,232.17,Pobre,1.1372255850850943,-1.0505808485805437,0.5542905637425676
301,Sierra,Urbana,4,28,Primaria,Formal,No,Sí,173.64645013751667,641.38,No pobre,0.001136089495589632,-1.3498251084189559,1.3422807499371123
302,Costa,Urbana,6,37,Superior,Formal,Sí,No,30.45373098686773,911.79,No pobre,1.1372255850850943,-0.6765255237825286,-0.7930153318453277
303,Sierra,Urbana,2,45,Secundaria,Informal,No,No,188.964923932941,761.74,No pobre,-1.134953406093915,-0.07803700410570451,1.570710500194483
304,Sierra,Rural,4,64,Secundaria,Informal,No,No,84.03052549250597,697,No pobre,0.001136089495589632,1.3433732301267527,0.005924167739095514
305,Sierra,Rural,5,68,Superior,Informal,No,Sí,44.062127299991566,570.72,No pobre,0.569180837290342,1.6426174899651649,-0.5900863316900551
306,Sierra,Urbana,2,50,Secundaria,Informal,Sí,Sí,0.4833224103163732,691.53,No pobre,-1.134953406093915,0.29601832069231054,-1.2399353734684
307,Costa,Urbana,4,51,Superior,Informal,Sí,Sí,28.94693782650676,891.1,No pobre,0.001136089495589632,0.3708293856519136,-0.8154846972604112
308,Costa,Urbana,5,43,Secundaria,Formal,Sí,Sí,77.33385026949495,910.35,No pobre,0.569180837290342,-0.22765913402491053,-0.09393694565746638
309,Costa,Rural,7,47,Primaria,Informal,Sí,No,69.13060993932503,30,Pobre,1.7052703328798469,0.07158512581350153,-0.2162640237298024
310,Sierra,Urbana,3,26,Primaria,Formal,Sí,Sí,26.13775987889563,494.85,No pobre,-0.5669086582991627,-1.4994472383381618,-0.8573752815034055
311,Costa,Urbana,4,50,Primaria,Informal,Sí,Sí,15.551632149003828,449.56,No pobre,0.001136089495589632,0.29601832069231054,-1.0152360805507707
312,Sierra,Urbana,1,39,Primaria,Informal,No,No,224.78135364949597,391.79,No pobre,-1.7029981538886676,-0.5269033938633226,2.10480666437679
313,Sierra,Rural,3,51,Primaria,Inactivo,Sí,No,33.06261220523618,324.67,No pobre,-0.5669086582991627,0.3708293856519136,-0.7541115811765723
314,Costa,Urbana,4,41,Secundaria,Formal,No,Sí,39.865757201230316,699.43,No pobre,0.001136089495589632,-0.37728126394411654,-0.6526627858753186
315,Costa,Rural,4,37,Primaria,Formal,Sí,No,7.587780994473925,415.43,No pobre,0.001136089495589632,-0.6765255237825286,-1.1339933767808645
316,Sierra,Urbana,6,43,Secundaria,Formal,No,No,47.473409336323485,862.28,No pobre,1.1372255850850943,-0.22765913402491053,-0.539217144979724
317,Sierra,Rural,2,41,Primaria,Informal,Sí,Sí,41.687861122455,459.01,No pobre,-1.134953406093915,-0.37728126394411654,-0.6254914926233331
318,Costa,Urbana,5,61,Primaria,Formal,No,Sí,83.9537806626065,385.89,No pobre,0.569180837290342,1.1189400352479437,0.0047797454838760444
319,Costa,Urbana,3,49,Primaria,Formal,No,No,120.43021775574228,785.97,No pobre,-0.5669086582991627,0.22120725573270755,0.5487179684909603
320,Sierra,Urbana,4,52,Secundaria,Informal,Sí,Sí,242.79176973581357,626.7,No pobre,0.001136089495589632,0.4456404506115166,2.3733787756440208
321,Sierra,Rural,5,29,Primaria,Formal,Sí,Sí,33.104069917118,302.81,Pobre,0.569180837290342,-1.2750140434593527,-0.7534933619663639
322,Costa,Urbana,4,67,Superior,Formal,Sí,No,180.63067283183673,1193.85,No pobre,0.001136089495589632,1.5678064250055619,1.4464297837842013
323,Costa,Rural,3,48,Secundaria,Formal,Sí,Sí,48.25541295200746,650.51,No pobre,-0.5669086582991627,0.14639619077310453,-0.5275558729093687
324,Sierra,Urbana,5,34,Primaria,Inactivo,Sí,Sí,8.626149608138398,30,Pobre,0.569180837290342,-0.9009587186613377,-1.118509178664123
325,Costa,Rural,4,50,Superior,Formal,Sí,Sí,31.17829420145958,815.49,No pobre,0.001136089495589632,0.29601832069231054,-0.7822106135447138
326,Costa,Urbana,3,58,Secundaria,Formal,Sí,Sí,33.308669912588876,1051.25,No pobre,-0.5669086582991627,0.8945068403691347,-0.7504423578981888
327,Insular,Urbana,4,27,Primaria,Informal,No,Sí,166.61549400730632,474.54,No pobre,0.001136089495589632,-1.4246361733785589,1.2374348250529887
328,Costa,Urbana,2,70,Primaria,Formal,Sí,Sí,116.93235382976951,574.49,No pobre,-1.134953406093915,1.7922396198843709,0.4965576688609219
329,Costa,Urbana,3,44,Secundaria,Formal,No,Sí,83.63325145894079,643.62,No pobre,-0.5669086582991627,-0.1528480690653075,0
330,Amazonia,Urbana,4,62,Secundaria,Informal,Sí,Sí,91.14810439700508,504.26,No pobre,0.001136089495589632,1.1937511002075467,0.11206181521658201
331,Sierra,Urbana,1,47,Primaria,Informal,No,Sí,66.76916969598359,400.09,No pobre,-1.7029981538886676,0.07158512581350153,-0.2514779237722019
332,Costa,Urbana,3,41,Primaria,Inactivo,No,Sí,33.16061456506883,127.48,Pobre,-0.5669086582991627,-0.37728126394411654,-0.7526501657065864
333,Sierra,Urbana,4,20,Primaria,Informal,Sí,Sí,134.6849427559714,541.01,No pobre,0.001136089495589632,-1.9483136280957798,0.7612850502561473
334,Sierra,Urbana,5,31,Primaria,Formal,No,Sí,41.12050176110815,692.73,No pobre,0.569180837290342,-1.1253919135401467,-0.6339519801986262
335,Costa,Urbana,5,45,Superior,Informal,No,Sí,92.91368535903716,920.33,No pobre,0.569180837290342,-0.07803700410570451,0.13839023563250002
336,Sierra,Urbana,2,58,Primaria,Formal,No,No,49.182209995269176,759.99,No pobre,-1.134953406093915,0.8945068403691347,-0.5137354349232567
337,Sierra,Rural,2,20,Primaria,Formal,Sí,No,28.319718785226577,488.1,No pobre,-1.134953406093915,-1.9483136280957798,-0.8248378149971857
338,Sierra,Rural,7,65,Secundaria,Desempleado,No,No,13.570515887511965,364.89,No pobre,1.7052703328798469,1.418184295086356,-1.0447785727655357
339,Sierra,Rural,7,66,Secundaria,Informal,Sí,No,60.56087676706759,534.75,No pobre,1.7052703328798469,1.492995360045959,-0.34405625906957926
340,Amazonia,Urbana,7,30,Secundaria,Informal,Sí,No,44.08040958811475,586.12,No pobre,1.7052703328798469,-1.2002029784997497,-0.5898137054111003
341,Costa,Urbana,5,53,Primaria,Formal,Sí,Sí,17.155877417633093,525.04,No pobre,0.569180837290342,0.5204515155711196,-0.9913135050410607
342,Costa,Urbana,2,32,Primaria,Inactivo,No,Sí,37.53116307904694,291.72,Pobre,-1.134953406093915,-1.0505808485805437,-0.68747635538653
343,Sierra,Urbana,6,44,Secundaria,Informal,Sí,Sí,10.514705541158046,482.78,No pobre,1.1372255850850943,-0.1528480690653075,-1.0903469501100214
344,Costa,Urbana,7,59,Secundaria,Informal,No,Sí,7.124315425939629,644.28,No pobre,1.7052703328798469,0.9693179053287377,-1.1409045955802728
345,Sierra,Urbana,2,58,Secundaria,Informal,No,Sí,153.61558444926837,693.21,No pobre,-1.134953406093915,0.8945068403691347,1.0435796059646463
346,Costa,Rural,2,34,Secundaria,Informal,No,Sí,62.0029732280526,664.6,No pobre,-1.134953406093915,-0.9009587186613377,-0.3225516536611578
347,Insular,Urbana,4,41,Secundaria,Inactivo,No,No,112.32387086745139,586.21,No pobre,0.001136089495589632,-0.37728126394411654,0.4278357696556548
348,Costa,Urbana,3,32,Secundaria,Formal,No,No,4.8608443713649585,688.14,No pobre,-0.5669086582991627,-1.0505808485805437,-1.1746575748010697
349,Costa,Urbana,4,51,Secundaria,Informal,No,No,128.97501253590576,652.8,No pobre,0.001136089495589632,0.3708293856519136,0.6761383214386713
350,Sierra,Urbana,4,24,Secundaria,Informal,Sí,Sí,43.923935529738216,648.97,No pobre,0.001136089495589632,-1.6490693682573678,-0.5921470534034693
351,Costa,Urbana,5,18,Superior,Informal,No,No,55.97207217353654,714.29,No pobre,0.569180837290342,-2.097935758014986,-0.4124847135800593
352,Amazonia,Urbana,6,67,Secundaria,Inactivo,Sí,No,12.823454689271614,218.59,Pobre,1.1372255850850943,1.5678064250055619,-1.0559187819808942
353,Sierra,Urbana,3,78,Secundaria,Formal,Sí,No,98.44089489214122,921.59,No pobre,-0.5669086582991627,2.390728139561195,0.22081222558584992
354,Costa,Urbana,5,40,Secundaria,Desempleado,No,Sí,75.73210191730512,368.8,No pobre,0.569180837290342,-0.4520923289037196,-0.11782228704018098
355,Sierra,Urbana,4,57,Secundaria,Formal,Sí,No,83.63325145894079,796.01,No pobre,0.001136089495589632,0.8196957754095316,0
356,Insular,Urbana,2,46,Primaria,Informal,No,Sí,193.07411880186618,605.91,No pobre,-1.134953406093915,-0.00322593914610149,1.6319869935451345
357,Sierra,Urbana,1,67,Primaria,Inactivo,Sí,No,50.41780852359898,338.31,No pobre,-1.7029981538886676,1.5678064250055619,-0.4953101357051936
358,Costa,Rural,3,46.04312114989733,Secundaria,Formal,Sí,Sí,80.71462814473396,875.43,No pobre,-0.5669086582991627,5.31564587615229e-16,-0.04352263832959325
359,Costa,Urbana,3,46.04312114989733,Superior,Desempleado,Sí,Sí,83.63325145894079,844.27,No pobre,-0.5669086582991627,5.31564587615229e-16,0
360,Sierra,Urbana,3,21,Superior,Informal,No,Sí,42.36598678756097,749.91,No pobre,-0.5669086582991627,-1.8735025631361768,-0.6153792530887692
361,Costa,Urbana,4,61,Secundaria,Inactivo,Sí,No,70.5354309890226,442.36,No pobre,0.001136089495589632,1.1189400352479437,-0.19531527088246792
362,Costa,Urbana,5,41,Primaria,Desempleado,Sí,Sí,64.5366670735598,30,Pobre,0.569180837290342,-0.37728126394411654,-0.28476910038024766
